BG_ID,Gene,Synonym,Size,Mutant,Contributor,TW,PW,Prediction,Prophage,Product,Reference
BG13063,yhfS,yhfS,364,YHFSd,Dr. Sadaie,No,,,,similar to acetyl-CoA C-acetyltransferase,
BG13064,yhfT,yhfT,479,YHFTd,Dr. Sadaie,No,,,,similar to long-chain fatty-acid-CoA ligase,
BG13065,yhfU,yhfU,186,YHFUd,Dr. Sadaie,No,,,,similar to biotin biosynthesis protein,
BG13066,hemAT,hemAT,432,YHFVd,Dr. Sadaie,No,,,,haem-based aerotactic transducer,
BG13067,yhfW,yhfW,509,BFS1698,Dr. Bron,No,,,,"probable oxidoreductase, similar to Rieske [2Fe-2S] iron-sulfur protein",
BG11058,yhxC,yhxC,285,BFS1701,Dr. Bron,No,,,,similar to alcohol dehydrogenase,
BG13087,yhzC,yhzC,77,BFS1702,Dr. Bron,No,,,,function unknown and unique,
BG11059,comK,comK,192,,,,No,,,competence transcription factor,Mol Microbiol 1994 Feb;11(4):695-703
BG11060,yhxD,yhxD,299,BFS1702,Dr. Bron,No,,,,similar to ribitol dehydrogenase,
BG13068,yhjA,yhjA,89,BFS1702,Dr. Bron,No,,,,function unknown and unique,
BG13069,yhjB,yhjB,489,YHJBd,Dr. Sadaie,No,,,,probable sodium:solute symporter,
BG13070,yhjC,yhjC,66,YHJCc,Dr. Ogasawara,No,,,,conserved membrane protein,
BG13071,yhjD,yhjD,120,YHJDd,Dr. Sadaie,No,,,,conserved protein,
BG13072,yhjE,yhjE,207,BFS1706,Dr. Bron,No,,,,conserved membrane protein,
BG12674,sipV,sipV,168,,,,No,,,type I signal peptidase,J Biol Chem 1997 Oct 10;272(41):25983-92
BG13073,yhjG,yhjG,499,YHJGd,Dr. Sadaie,No,,,,similar to monooxygenase,
BG13074,yhjH,yhjH,175,BFS1707,Dr. Bron,No,,,,possible transcriptional regulator (MarR family),
BG13075,glcP,glcP,401,BFS1708,Dr. Bron,No,,,,glucose/mannose:H+ symporter,
BG13076,yhjJ,yhjJ,350,YHJJd,Dr. Sadaie,No,,,,putative oxidoreductase,
BG13077,yhjK,yhjK,286,BFS1709,Dr. Bron,No,,,,putative hydrolase,
BG13078,yhjL,yhjL,441,BFS1710,Dr. Bron,No,,,,similar to polysaccharide biosynthesis protein,
BG13079,yhjM,yhjM,329,BFS1711,Dr. Bron,No,,,,probable transcriptional regulator (LacI family),
BG13080,yhjN,yhjN,384,BFS1712,Dr. Bron,No,,,,consereved membrane protein,
BG13081,yhjO,yhjO,401,YHJOd,Dr. Sadaie,No,,,,similar to multidrug-efflux transporter,
BG13082,yhjP,yhjP,575,BFS1713,Dr. Bron,No,,,,similar to transporter binding protein,
BG13083,yhjQ,yhjQ,108,YHJQd,Dr. Sadaie,No,,,,conserved protein,
BG13084,yhjR,yhjR,145,YHJRd,Dr. Sadaie,No,,,,conserved protein,
BG10465,addB,addB,1166,,,,No,,,ATP-dependent deoxyribonuclease subunit B, Mol Microbiol 1996 Sep;21(5):989-99
BG10466,addA,addA,1232,,,,No,,,ATP-dependent deoxyribonuclease subunit A, Mol Microbiol 1996 Sep;21(5):989-99
BG10467,sbcD,sbcD,391,SBCDd,Dr. Ogasawara,No,,,,exonuclease sbcD homolog,
BG13088,yirY,sbcC,1130,YIRYd,Dr. Sadaie,No,,,,exonuclease sbcC homolog,
BG13089,yisB,yisB,100,BFS1152,Dr. Aymerich,No,,,,putative endonuclease,
BG13090,gerPF,gerPF,75,YISCc,Dr. Ogasawara,No,,,,spore germination protein PF,
BG13091,gerPE,gerPE,133,BFS3037,Dr. Seror,No,,,,spore germination protein PE,
BG13092,gerPD,gerPD,58,YISEc,Dr. Ogasawara,No,,,,spore germination protein PD,
BG13093,gerPC,gerPC,205,BFS3015,Dr. Seror,No,,,,spore germination protein PC,
BG13094,gerPB,gerPB,80,YISGc,Dr. Ogasawara,No,,,,spore germination protein PB,
BG13095,gerPA,gerPA,73,YISHc,Dr. Ogasawara,No,,,,spore germination protein PA,
BG13096,yisI,yisI,56,YISIc,Dr. Ogasawara,No,,,,"negative sporulation regulatory phosphatase, dephosphorylation of Spo0A-P",
BG13097,yisJ,yisJ,307,BFS3016,Dr. Seror,No,,,,similar to spore coat protein,
BG13098,yisK,yisK,301,YISKd,Dr. Sadaie,No,,,,fumarylacetoacetate (FAA) hydrolase family,
BG13099,yisL,yisL,118,BFS3029/3050,Dr. Seror,No,,,,conserved membrane protein,
BG11846,wprA,wprA,894,,,,No,,,"cell-wall-associated protease precursor (CWBP23, CWBP52)",Microbiology 1996 Dec;142 ( Pt 12):3437-44
BG12239,yisN,yisN,195,BFS1159/3038,Dr. Aymerich,No,,,,function unknown and unique,
BG12240,asnO,asnO,614,BFS3030,Dr. Seror,No,,,,"asparagine synthase, involving in sporulation",
BG14187,yizA,yizA,159,YIZAc,Dr. Ogasawara,No,,,,conserved protein,
BG12241,yisP,yisP,274,BFS3017,Dr. Seror,No,,,,similar to phytoene synthase,
BG12242,yisQ,yisQ,455,BFS3006,Dr. Seror,No,,,,probable transporter,
BG11064,yisR,yisR,287,BFS3047,Dr. Seror,No,,,,probable transcriptional regulator (AraC/XylS family),
BG10847,degA,degA,337,BFS3018,Dr. Seror,No,,,,transcriptional activator involved in the degradation of glutamine phosphoribosylpyrophosphate amidotransferase (LacI family),
BG11065,yisS,yisS,342,BFS3018,Dr. Seror,No,,,,similar to myo-inositol 2-dehydrogenase,
BG12243,yisT,yisT,169,BFS3031,Dr. Seror,No,,,,conserved protein,
BG13100,yisU,yisU,220,BFS3019,Dr. Seror,No,,,,LysE subfamily of amino-acid-efflux transporter,
BG13101,yisV,yisV,484,BFS3009/BFS3046,Dr. Seror,No,,,,probable transcriptional regulator (GntR family)  with a aminotransferase domain,
BG13103,yisX,yisX,212,BFS3020,Dr. Seror,No,,,,conserved protein,
BG13104,yisY,yisY,268,BFS1142,Dr. Aymerich,No,,,,similar to chloride peroxidase,
BG13105,yisZ,yisZ,199,BFS1140,Dr. Aymerich,No,,,,similar to adenylylsulfate kinase,
BG13106,yitA,yitA,389,BFS1141,Dr. Aymerich,No,,,,sulfate adenylyltransferase,
BG13107,yitB,yitB,236,BFS1153,Dr. Aymerich,No,,,,probable phosphoadenosine phosphosulfate reductase,
BG13108,yitC,yitC,228,BFS3001,Dr. Seror,No,,,,probable 2-phosphosulfolactate phosphatase,
BG13109,yitD,yitD,252,BFS3002,Dr. Seror,No,,,,conserved protein,
BG13110,yitE,yitE,209,BFS3003,Dr. Seror,No,,,,conserved membrane protein,
BG13111,yitF,yitF,371,BFS3004,Dr. Seror,No,,,,similar to mandelate racemase,
BG13112,yitG,yitG,422,BFS3005,Dr. Seror,No,,,,similar to multidrug resistance protein,
BG13113,yitH,yitH,282,BFS3021,Dr. Seror,No,,,,probable Acetyltransferase,
BG13114,yitI,yitI,154,BFS3039,Dr. Seror,No,,,,probable acetyltransferase,
BG13115,yitJ,yitJ,612,BFS3022,Dr. Seror,No,,,,methylenetetrahydrofolate reductase,
BG13116,yitK,yitK,163,YITKd,Dr. Sadaie,No,,,,conserved protein,
BG13117,yitL,yitL,298,BFS3010,Dr. Seror,No,,,,conserved protein,
BG13118,yitM,yitM,194,BFS3026/3048,Dr. Seror,No,,,,similar to B. subtilis YvaY,
BG13119,yitN,yitN,122,BFS3049/3027,Dr. Seror,No,,,,similar to B. subtilis YvaX,
BG13120,yitO,yitO,70,YITOc,Dr. Ogasawara,No,,,,similar to B. subtilis YvaX,
BG13121,yitP,yitP,178,BFS3028,Dr. Seror,No,,,,similar to B. subtilis YvaW,
BG13122,yitQ,yitQ,245,BFS3011,Dr. Seror,No,,,,function unknown and unique,
BG13123,yitR,yitR,97,YITRc,Dr. Ogasawara,No,,,,function unknown and unique,
BG10691,nprB,nprB,538,,,,No,,,extracellular neutral protease B,"A. Galizzi, personal communication"
BG12244,yitS,yitS,283,BFS3023,Dr. Seror,No,,,,conserved protein,
BG10850,yitT,yitT,280,BFS3044,Dr. Seror,No,,,,conserved protein,
BG10852,ipi,ipi,119,BFS3012,Dr. Seror,No,,,,intracellular proteinase inhibitor,
BG12245,yitU,yitU,270,BFS3012,Dr. Seror,No,,,,putative hydrolase,
BG12246,yitV,yitV,255,BFS3024,Dr. Seror,No,,,,conserved protein,
BG12247,yitW,yitW,102,BFS1158,Dr. Aymerich,No,,,,conserved protein,
BG12249,yitY,yitY,476,BFS3025,Dr. Seror,No,,,,similar to oxidoreductase,
BG12250,yitZ,yitZ,164,BFS3040,Dr. Seror,No,,,,similar to multidrug resistance protein,
BG10191,argC,argC,346,,,,,No,,N-acetylglutamate gamma-semialdehyde dehydrogenase,
BG10192,argJ,argJ,406,,,,,No,,glutamate N-acetyltransferase / amino-acid N-acetyltransferase,
BG10193,argB,argB,258,,,,,No,,N-acetylglutamate 5-phosphotransferase,
BG10194,argD,argD,385,,,,,No,,acetylornithine aminotransferase,
BG10195,carA,carA,353,CARAd,Dr. Ogasawara,No,,,,carbamoyl-phosphate synthase small chain,
BG10196,carB,carB,1030,CARBd,Dr. Ogasawara,No,,,,carbamoyl-phosphate synthase large chain,
BG10197,argF,argF,319,,,,,No,,"ornithine carbamoyltransferase, anabolic",
BG13223,yjzC,yjzC,59,YJZCc,Dr. Ogasawara,No,,,,conserved protein,
BG13224,yjzD,yjzD,61,YJZDc,Dr. Ogasawara,No,,,,function unknown and unique,
BG13124,yjaU,yjaU,244,BFS2833,Dr. Errington,No,,,,conserved protein,
BG13125,yjaV,yjaV,135,BFS2834,Dr. Errington,No,,,,function unknown and unique,
BG13126,med,med,317,BFS2835,Dr. Errington,No,,,,positive regulator of comK,J Bacteriol 179 6244-6253 (1997)
BG13221,comZ,comZ,63,,,,No,,,negative regulator of comG, J Bacteriol 2000 Sep;182(17):4992-4
BG13222,yjzB,yjzB,79,YJZBc,Dr. Ogasawara,No,,,,function unknown and unique,
BG13127,fabHA,fabH1,312,BFS2835,Dr. Errington,No,,,,beta-ketoacyl-acyl carrier protein synthase III,
BG13128,fabF,fabF,413,failed,Dr. Sadaie,Yes,,,,beta-ketoacyl-acyl carrier protein synthase II,
BG13129,yjaZ,yjaZ,261,BFS2837,Dr. Errington,No,,,,conserved protein,
BG11085,appD,appD,328,,,,No,,,"tetra,pentapeptide transport system ATP-binding protein",Mol Microbiol. 1994 Aug;13(3):417-26.
BG11086,appF,appF,329,,,,No,,,"tetra,pentapeptide transport system ATP-binding protein",Mol Microbiol. 1994 Aug;13(3):417-26.
BG11087,appA,appA,543,,,,No,,,"tetra,pentapeptide transport system substrate-binding protein",Mol Microbiol. 1994 Aug;13(3):417-26.
BG11088,appB,appB,317,,,,No,,,"tetra,pentapeptide transport system permease protein",Mol Microbiol. 1994 Aug;13(3):417-26.
BG11089,appC,appC,303,,,,No,,,"tetra,pentapeptide transport system permease protein",Mol Microbiol. 1994 Aug;13(3):417-26.
BG13130,yjbA,yjbA,250,BFS2840,Dr. Errington,No,,,,conserved protein,
BG10799,trpS,trpS,330,,,,,Yes,,tryptophanyl-tRNA synthetase,
BG10771,oppA,oppA,545,,,,No,,,oligopeptide transport system substrate-binding protein,"FEMS Microbiol Letters, 1997,153; 63-69."
BG10772,oppB,oppB,311,,,,No,,,oligopeptide transport system permease protein,"FEMS Microbiol Letters, 1997,153; 63-69."
BG10773,oppC,oppC,305,,,,No,,,oligopeptide transport system permease protein,"FEMS Microbiol Letters, 1997,153; 63-69."
BG10774,oppD,oppD,358,,,,No,,,oligopeptide transport system ATP-binding protein,"FEMS Microbiol Letters, 1997,153; 63-69."
BG10775,oppF,oppF,305,,,,No,,,oligopeptide transport system ATP-binding protein,"FEMS Microbiol Letters, 1997,153; 63-69."
BG13131,yjbB,yjbB,405,YJBBd,Dr. Sadaie,No,,,,conserved membrane protein,
BG13132,yjbC,yjbC,192,BFS2841,Dr. Errington,No,,,,conserved protein,
BG13133,yjbD,yjbD,131,BFS2842,Dr. Errington,No,,,,"glutaredoxin family, disruption bypasses the ClpXP requirement for ComK expression",
BG13134,yjbE,yjbE,218,BFS2843,Dr. Errington,No,,,,conserved membrane protein,
BG10680,mecA,clpC,218,BFS2845,Dr. Errington,No,,,,negative regulator of competence,
BG13135,yjbF,yjbF,373,BFS2844,Dr. Errington,No,,,,conserved protein,
BG13136,yjbG,yjbG,609,BFS2845,Dr. Errington,No,,,,oligoendopeptidase F homolog,
BG13137,yjbH,yjbH,275,BFS2867,Dr. Errington,No,,,,conserved protein,
BG13138,yjbI,yjbI,132,BFS2846,Dr. Errington,No,,,,conserved protein,
BG13139,yjbJ,yjbJ,181,BFS2847,Dr. Errington,No,,,,similar to lytic transglycosylase,
BG13140,yjbK,yjbK,190,BFS2848,Dr. Errington,No,,,,conserved protein,
BG13141,yjbL,yjbL,122,BFS2849,Dr. Errington,No,,,,conserved protein,
BG13142,yjbM,yjbM,211,BFS2850,Dr. Errington,No,,,,conserved protein,
BG13143,yjbN,yjbN,266,BFS2851,Dr. Errington,Yes,,,,probable inorganic polyphosphate/ATP-NAD kinase,
BG13144,yjbO,yjbO,283,BFS2852,Dr. Errington,No,,,,similar to pseudouridylate synthase,
BG13145,yjbP,yjbP,244,BFS2853,Dr. Errington,No,,,,putative serine/threonine protein phosphatases,
BG13146,yjbQ,yjbQ,614,BFS2854,Dr. Errington,No,,,,similar to Na+/H+ antiporter,
BG10791,tenA,tenA,236,,,,No,,,transcriptional regulator of extracellular enzyme genes,J Bacteriol 1991 Jan;173(1):46-54
BG10792,tenI,tenI,205,,,,No,,,transcriptional activator of extracellular enzyme genes,J Bacteriol 1991 Jan;173(1):46-54
BG13147,goxB,goxB,369,BFS2855,Dr. Errington,No,,,,glycine oxidase,
BG13148,thiS,thiS,66,YJBSc,Dr. Ogasawara,No,,,,thiamin biosynthesis protein,
BG13149,thiG,thiG,256,BFS2856,Dr. Errington,No,,,,thiamine biosynthesis protein,
BG13150,thiF,thiF,336,BFS2857,Dr. Errington,No,,,,thiamine biosynthesis protein,
BG13151,yjbV,thiD,271,BFS2858,Dr. Errington,No,,,,"thiamine biosynthesis protein, similar to phosphomethylpyrimidine kinase",
BG13152,fabI,fabI,258,BFS2859,Dr. Errington,No,,,,enoyl- acyl-carrier protein reductase,
BG13153,yjbX,yjbX,227,BFS2860,Dr. Errington,No,,,,function unknown and unique,
BG10499,cotZ,cotZ,148,,,,No,,,spore coat protein (insoluble fraction),J Bacteriol 1993 Jun;175(12):3757-66
BG10498,cotY,cotY,162,,,,No,,,spore coat protein (insoluble fraction),J Bacteriol 1993 Jun;175(12):3757-66
BG10500,cotX,cotX,172,,,,No,,,spore coat protein (insoluble fraction),J Bacteriol 1993 Jun;175(12):3757-66
BG10497,cotW,cotW,105,,,,No,,,spore coat protein (insoluble fraction),J Bacteriol 1993 Jun;175(12):3757-66
BG10496,cotV,cotV,128,,,,No,,,spore coat protein (insoluble fraction),J Bacteriol 1993 Jun;175(12):3757-66
BG13154,yjcA,yjcA,118,YJCAd,Dr. Sadaie,No,,,,conserved membrane protein,
BG13155,yjcB,yjcB,71,YJCBc,Dr. Ogasawara,No,,,,function unknown and unique,
BG13156,yjcC,yjcC,100,YJCCd,Dr. Sadaie,No,,,,conserved protein,
BG13157,yjcD,yjcD,759,BFS74,Dr. Ehrlich,No,,,,similar to ATP-dependent DNA helicase,
BG13158,yjcE,yjcE,100,YJCEd,Dr. Sadaie,No,,,,function unknown and unique,
BG13159,yjcF,yjcF,140,YJCFd,Dr. Sadaie,No,,,,probable acetyltransferase,
BG13160,yjcG,yjcG,171,BFS3245,Dr. Moir,No,,,,conserved protein,
BG13161,yjcH,yjcH,240,BFS3246,Dr. Moir,No,,,,conserved protein,
BG13162,yjcI,metI,373,YJCId,Dr. Sadaie,No,,,,cystathionine gamma-synthase,
BG13163,yjcJ,metC,390,YJCJd,Dr. Sadaie,No,,,,cystathionine beta-lyase,
BG13164,yjcK,yjcK,181,BFS3247,Dr. Moir,No,,,,similar to ribosomal-protein-alanine N-acetyltransferase,
BG13165,yjcL,yjcL,396,BFS3248,Dr. Moir,No,,,,conserved membrane protein,
BG13166,yjcM,yjcM,409,YJCMd,Dr. Sadaie,No,,,,function unknown and unique,
BG13167,yjcN,yjcN,106,YJCNd,Dr. Ogasawara,No,,,,function unknown and unique,
BG13168,yjcO,yjcO,153,BFS3250,Dr. Moir,No,,,,similar to B. subtilis yqaQ,
BG13169,yjcP,yjcP,167,BFS444,Dr. Mellado,No,,,,function unknown and unique,
BG13170,yjcQ,yjcQ,94,YJCQc,Dr. Ogasawara,No,,,,similar to bacteriophage protein,
BG13171,yjcR,yjcR,175,BFS440,Dr. Mellado,No,,,,similar to yqaS,
BG13172,yjcS,yjcS,105,YJCSd,Dr. Sadaie,No,,,,conserved protein,
BG13173,yjdA,yjdA,251,BFS445,Dr. Mellado,No,,,,similar to 3-oxoacyl- acyl-carrier protein reductase,
BG13174,yjdB,yjdB,115,BFS436,Dr. Mellado,No,,,,function unknown and unique,
BG13175,manR,manR,648,BFS442,Dr. Mellado,No,,,,"activator of the mannose operon (manPA-yjdF), transcriptional antiterminator (BglG family)",
BG13176,manP,manP,589,BFS443,Dr. Mellado,No,,,,PTS mannose-specific enzyme IIBCA component,
BG13177,manA,manA,315,BFS438,Dr. Mellado,No,,,,mannose-6-phosphate isomerase,
BG13178,yjdF,yjdF,160,BFS441,Dr. Mellado,No,,,,conserved protein,
BG13179,yjdG,yjdG,168,BFS439,Dr. Mellado,No,,,,probable acetyltransferase,
BG13180,yjdH,yjdH,134,YJDHd,Dr. Sadaie,No,,,,function unknown and unique,
BG13181,yjdI,yjdI,159,BFS429,Dr. Mellado,No,,,,conserved protein,
BG13182,yjdJ,yjdJ,109,BFS437/447,Dr. Mellado,No,,,,function unknown and unique,
BG13183,ctaO,ctaO,329,BFS446,Dr. Mellado,No,,,,cytochrome c oxidase assembly factor,
BG10495,cotT,cotT,107,,,,No,,,spore coat protein (inner),J Bacteriol 1991 Oct;173(20):6618-25
BG13184,yjeA,yjeA,467,BFS837,Dr. Karamata,No,,,,"similar to endo-1,4-beta-xylanase",
BG13185,yjfA,yjfA,157,BFS828,Dr. Karamata,No,,,,function unknown and unique,
BG13186,yjfB,yjfB,55,BFS869,Dr. Karamata,No,,,,function unknown and unique,
BG13187,yjfC,yjfC,309,BFS833,Dr. Karamata,No,,,,conserved protein,
BG13188,yjgA,yjgA,132,BFS868,Dr. Karamata,No,,,,conserved membrane protein,
BG13189,yjgB,yjgB,191,BFS834,Dr. Karamata,No,,,,function unknown and unique,
BG13190,yjgC,yjgC,985,BFS836,Dr. Karamata,No,,,,similar to formate dehydrogenase,
BG13191,yjgD,yjgD,186,BFS860,Dr. Karamata,No,,,,conserved protein,
BG13192,yjhA,yjhA,213,BFS835,Dr. Karamata,No,,,,function unknown and unique,
BG13193,yjhB,yjhB,170,BFS858,Dr. Karamata,No,,,,MutT/nudix family protein,
BG13194,yjiA,yjiA,92,BFS861,Dr. Karamata,No,,,,function unknown and unique,
BG13195,yjiB,yjiB,396,BFS831,Dr. Karamata,No,,,,cytochrome P450-like enzyme,
BG13196,yjiC,yjiC,392,BFS827,Dr. Karamata,No,,,,similar to macrolide glycosyltransferase,
BG13197,yjjA,yjjA,270,BFS847,Dr. Karamata,No,,,,similar to uroporphyrinogen-III synthase,
BG13198,yjkA,yjkA,250,BFS846,Dr. Karamata,No,,,,conserved membrane protein,
BG13199,yjkB,yjkB,250,BFS845,Dr. Karamata,No,,,,similar to amino acid ABC transporter (ATP-binding protein),
BG13200,yjlA,yjlA,324,BFS844,Dr. Karamata,No,,,,conserved membrane protein,
BG13201,yjlB,yjlB,165,BFS843,Dr. Karamata,No,,,,conserved protein,
BG13202,yjlC,yjlC,140,BFS842,Dr. Karamata,No,,,,function unknown and unique,
BG13203,yjlD,yjlD,392,BFS841,Dr. Karamata,No,,,,"similar to NADH dehydrogenase, FAD-containing subunit",
BG13204,uxaC,uxaC,473,BFS848,Dr. Karamata,No,,,,"glucuronate isomerase, hexuronate utilization",
BG13205,yjmB,yjmB,459,BFS849,Dr. Karamata,No,,,,hexuronate symporter,
BG13206,yjmC,yjmC,337,BFS850,Dr. Karamata,No,,,,"similar to malate dehydrogenase, hexuronate utilization",
BG13207,yjmD,yjmD,339,BFS851,Dr. Karamata,No,,,,"similar to alcohol dehydrogenase, hexuronate utilization",
BG13208,uxuA,uxuA,359,BFS852,Dr. Karamata,No,,,,"mannonate dehydratase, hexuronate utilization",
BG13209,yjmF,yjmF,278,BFS853,Dr. Karamata,No,,,,"similar to D-mannonate oxidoreductase, hexuronate utilization",
BG13210,exuT,exuT,422,BFS854,Dr. Karamata,No,,,,hexuronate transporter,
BG13211,exuR,exuR,333,BFS855,Dr. Karamata,No,,,,transcriptional repressor of the hexuronate utilization operon (LacI family),
BG13212,uxaB,uxaB,480,BFS856,Dr. Karamata,No,,,,"tagaturonate reductase, hexuronate utilization",
BG13213,uxaA,uxaA,497,BFS857,Dr. Karamata,No,,,,"altronate dehydratase, hexuronate utilization",
BG13214,yjnA,yjnA,254,BFS840,Dr. Karamata,No,,,,conserved membrane protein,
BG13215,yjoA,yjoA,154,BFS839,Dr. Karamata,No,,,,conserved protein,
BG13216,yjoB,yjoB,423,BFS838,Dr. Karamata,No,,,,similar to FtsH,
BG10652,rapA,rapA,378,,,,No,,,response regulator aspartate phosphatase. prevents sporulation by dephosphorylating Spo0F-P (and thus the phosphorelay),Proc Natl Acad Sci U S A 1996 Feb 20;93(4):1549-53
BG10653,phrA,phrA,44,,,,No,,,phosphatase rapA inhibitor,Proc Natl Acad Sci U S A 1996 Feb 20;93(4):1549-53
BG13217,yjpA,yjpA,80,YJPAc,Dr. Ogasawara,No,,,,conserved protein,
BG12699,xlyB,xlyB,317,,,,,No,,"N-acetylmuramoyl-L-alanine amidase, peptidoglycan hydrolase",
BG13218,yjqA,yjqA,125,YJQAd,Dr. Sadaie,No,,,,conserved protein,
BG13219,yjqB,yjqB,200,YJQBd,Dr. Sadaie,No,,,,similar to phage-related protein,
BG13220,yjqC,yjqC,278,YJQCd,Dr. Sadaie,No,,,,similar to manganese-containing catalase,
BG10993,xkdA,xkdA,198,,,,,,PBSX,PBSX prophage protein,
BG10994,xre,xre,113,,,,,,PBSX,transcriptional repressor of PBSX genes,
BG10995,xkdB,xkdB,277,,,,,,PBSX,PBSX prophage protein,
BG10996,xkdC,xkdC,266,,,,,,PBSX,PBSX prophage protein,
BG10997,xkdD,xkdD,116,,,,,,PBSX,PBSX prophage protein,
BG11559,xtrA,xtrA,68,,,,,,PBSX,PBSX prophage protein,
BG10998,xpf,xpf,169,,,,,,PBSX,"RNA polymerase PBSX sigma factor, PBSX prophage protein",
BG10999,xtmA,xtmA,265,,,,,,PBSX,PBSX phage terminase small subunit,
BG11000,xtmB,xtmB,433,,,,,,PBSX,PBSX phage terminase large subunit,
BG11540,xkdE,xkdE,495,,,,,,PBSX,PBSX prophage protein,
BG11541,xkdF,xkdF,275,,,,,,PBSX,PBSX prophage protein,
BG11542,xkdG,xkdG,311,,,,,,PBSX,PBSX prophage protein,
BG11543,xkdH,xkdH,118,,,,,,PBSX,PBSX prophage protein,
BG11544,xkdI,xkdI,161,,,,,,PBSX,PBSX prophage protein,
BG11545,xkdJ,xkdJ,146,,,,,,PBSX,PBSX prophage protein,
BG11546,xkdK,xkdK,464,,,,,,PBSX,PBSX prophage protein,
BG11547,xkdM,xkdM,147,,,,,,PBSX,PBSX prophage protein,
BG11548,xkdN,xkdN,208,,,,,,PBSX,PBSX prophage protein,
BG11549,xkdO,xkdO,1332,,,,,,PBSX,PBSX prophage protein,
BG11550,xkdP,xkdP,235,,,,,,PBSX,PBSX prophage protein,
BG11551,xkdQ,xkdQ,325,,,,,,PBSX,PBSX prophage protein,
BG11552,xkdR,xkdR,88,,,,,,PBSX,PBSX prophage protein,
BG11553,xkdS,xkdS,141,,,,,,PBSX,PBSX prophage protein,
BG11554,xkdT,xkdT,348,,,,,,PBSX,PBSX prophage protein,
BG11555,xkdU,xkdU,192,,,,,,PBSX,PBSX prophage protein,
BG11556,xkdV,xkdV,687,,,,,,PBSX,PBSX prophage protein,
BG11557,xkdW,xkdW,109,,,,,,PBSX,PBSX prophage protein,
BG11558,xkdX,xkdX,54,,,,,,PBSX,PBSX prophage protein,
BG10959,xepA,xepA,279,,,,,,PBSX,lytic exoenzyme associated with PBSX prophage,
BG10960,xhlA,xhlA,89,,,,,,PBSX,involved in cell lysis upon induction of PBSX,
BG10961,xhlB,xhlB,87,,,,,,PBSX,hydrolysis of 5-bromo 4-chloroindolyl phosphate upon induction of PBSX,
BG10962,xlyA,xlyA,297,,,,,,PBSX,"N-acetylmuramoyl-L-alanine amidase, peptidoglycan hydrolase (PBSX prophage-mediated lysis)",
BG12678,spoIISB,spoIISB,56,,,,No,,,disruption blocks sporulation after septum formation,"J. Bact., 2001, 183, 3574-3581"
BG12677,spoIISA,spoIISA,248,BFS1801,Dr. Devine,No,,,,lethal when synthesized during vegetative growth in the absence of SpoIISB,
BG13226,pit,pit,328,BFS1802,Dr. Devine,No,,,,low-affinity inorganic phosphate transporter,
BG13225,ykaA,ykaA,205,YKAAd,Dr. Sadaie,No,,,,putative Pit accessory protein,
BG13227,ykbA,ykbA,438,BFS1803,Dr. Devine,No,,,,probable amino acid permease,
BG13228,ykcA,ykcA,316,BFS1804,Dr. Devine,No,,,,conserved protein,
BG13229,ykcB,ykcB,716,BFS1805,Dr. Devine,No,,,,conserved membrane protein with a mannosyltransferase domain,
BG13230,ykcC,ykcC,323,BFS1806,Dr. Devine,No,,,,similar to dolichol phosphate mannose synthase,
BG12608,htrA,htrA,449,,,,No,,,serine protease Do (heat-shock protein),J Bacteriol 2000 Mar;182(6):1592-9
BG10841,proG,proG,272,YKEAd,Dr. Sadaie,No,,,,pyrroline-5-carboxylate reductase,
BG10842,dppA,dppA,274,,,,No,,,D-alanyl-aminopeptidase,Mol Microbiol 2000 Nov;38(3):504-513
BG10843,dppB,dppB,308,,,,No,,,dipeptide transport system permease protein,Mol Microbiol 2000 Nov;38(3):504-513
BG10844,dppC,dppC,320,,,,No,,,dipeptide transport system permease protein,Mol Microbiol 2000 Nov;38(3):504-513
BG10845,dppD,dppD,335,,,,No,,,dipeptide transport system ATP-binding protein,Mol Microbiol 2000 Nov;38(3):504-513
BG10846,dppE,dppE,549,,,,No,,,dipeptide transport system substrate-binding protein,Mol Microbiol 2000 Nov;38(3):504-513
BG13231,ykfA,ykfA,234,BFS1807,Dr. Devine,No,,,,conserved protein,
BG13232,ykfB,ykfB,366,BFS1808,Dr. Devine,No,,,,"L-Ala-D/L-Glu epimerases, involved in the metabolism of the murein peptide",
BG13233,ykfC,ykfC,296,BFS1809,Dr. Devine,No,,,,"peptidoglycan hydrolase, DL-endopeptidase II family",
