Position,Locus Tag,Replicon,Class - General,Class - Specific,# TA Sites,% Sites Hit,Reads per Site Hit,EL-ARTIST Call,Gene Function,Protein ID,%GC,K12 Homolog ,Call in Keio Collection,COG,,,,,,,,,,,,,,,,,,,,,,,
1306,EDL933_RS32115,chromosome,protein_coding,protein_coding,16,75,16,Neutral,hypothetical protein,WP_001303879.1,35.9,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1307,EDL933_RS06280,chromosome,protein_coding,protein_coding,13,54,17,Neutral,hypothetical protein,WP_001360224.1,40.5,---,Not Essential,X,,,,,,,,,,,,,,,,,,,,,,,
1308,EDL933_RS06285,chromosome,protein_coding,protein_coding,16,69,7,Neutral,hypothetical protein,WP_001303880.1,42.3,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1309,EDL933_RS06290,chromosome,protein_coding,protein_coding,9,89,17,Neutral,holin,WP_000411791.1,52.7,---,Not Essential,X,,,,,,,,,,,,,,,,,,,,,,,
1310,EDL933_RS06295,chromosome,protein_coding,protein_coding,6,67,4,Neutral,hypothetical protein,WP_000075205.1,48.1,---,Not Essential,X,,,,,,,,,,,,,,,,,,,,,,,
1311,EDL933_RS06305,chromosome,protein_coding,protein_coding,14,79,19,Neutral,hypothetical protein,WP_000235421.1,49.3,---,Not Essential,X,,,,,,,,,,,,,,,,,,,,,,,
1312,EDL933_RS06310,chromosome,protein_coding,protein_coding,11,91,11,Neutral,IS66 family insertion sequence hypothetical protein,WP_001171554.1,52.0,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1313,EDL933_RS06315,chromosome,protein_coding,protein_coding,9,89,11,Neutral,IS66 family insertion sequence hypothetical protein,WP_000612591.1,58.6,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1314,EDL933_RS06320,chromosome,protein_coding,protein_coding,44,82,23,Neutral,IS66 family transposase ISEc8,WP_000998048.1,58.5,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1315,EDL933_RS29840,chromosome,protein_coding,protein_coding,19,84,15,Neutral,DNA packaging protein,WP_046416132.1,45.0,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1316,EDL933_RS06325,chromosome,protein_coding,protein_coding,56,75,20,Neutral,terminase,WP_001302857.1,52.9,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1317,EDL933_RS06330,chromosome,protein_coding,protein_coding,9,56,8,Neutral,head-tail joining protein,WP_000259002.1,56.0,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1318,EDL933_RS06335,chromosome,protein_coding,protein_coding,48,73,22,Neutral,phage portal protein,WP_000831796.1,56.7,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1319,EDL933_RS06340,chromosome,protein_coding,protein_coding,28,61,18,Neutral,scaffold protein,WP_001254002.1,60.5,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1320,EDL933_RS06345,chromosome,protein_coding,protein_coding,12,67,20,Neutral,head decoration protein,WP_000256723.1,56.3,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1321,EDL933_RS06350,chromosome,protein_coding,protein_coding,11,64,10,Neutral,minor capsid protein E,WP_001301534.1,52.4,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1322,EDL933_RS06355,chromosome,protein_coding,protein_coding,29,72,20,Neutral,tail fiber protein,WP_029208397.1,55.1,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1323,EDL933_RS06360,chromosome,protein_coding,protein_coding,10,90,15,Neutral,phage minor tail protein G,WP_000479117.1,53.2,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1324,EDL933_RS06365,chromosome,protein_coding,protein_coding,12,67,21,Neutral,phage tail assembly protein T,WP_000533402.1,56.3,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1325,EDL933_RS06370,chromosome,pseudogene,pseudogene,57,75,12,Neutral,phage tail tape measure protein,---,59.0,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1326,EDL933_RS06375,chromosome,protein_coding,protein_coding,7,57,8,Neutral,tail protein,WP_000847304.1,57.6,---,Not Essential,X,,,,,,,,,,,,,,,,,,,,,,,
1327,EDL933_RS06380,chromosome,protein_coding,protein_coding,20,80,13,Neutral,phage minor tail protein L,WP_001151078.1,57.7,---,Not Essential,X,,,,,,,,,,,,,,,,,,,,,,,
1328,EDL933_RS06385,chromosome,protein_coding,protein_coding,18,89,24,Neutral,phage tail protein,WP_000194760.1,57.4,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1329,EDL933_RS06390,chromosome,protein_coding,protein_coding,15,60,21,Neutral,tail assembly protein,WP_001418600.1,59.9,---,Not Essential,X,,,,,,,,,,,,,,,,,,,,,,,
1330,EDL933_RS06395,chromosome,protein_coding,protein_coding,9,89,13,Neutral,hypothetical protein,WP_001303882.1,47.8,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1331,EDL933_RS06400,chromosome,protein_coding,protein_coding,11,55,6,Neutral,superoxide dismutase,WP_000649830.1,53.0,---,Not Essential,X,,,,,,,,,,,,,,,,,,,,,,,
1332,EDL933_RS06405,chromosome,protein_coding,protein_coding,102,68,23,Neutral,host specificity protein J,WP_000515108.1,57.7,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1333,EDL933_RS06410,chromosome,protein_coding,protein_coding,22,55,14,Neutral,outer membrane protein,WP_001230444.1,55.3,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1334,EDL933_RS06415,chromosome,protein_coding,protein_coding,18,78,13,Neutral,tail fiber protein,WP_000268862.1,60.0,---,Not Essential,X,,,,,,,,,,,,,,,,,,,,,,,
1335,EDL933_RS06420,chromosome,protein_coding,protein_coding,13,92,14,Neutral,phage tail protein,WP_001023352.1,48.9,---,Not Essential,X,,,,,,,,,,,,,,,,,,,,,,,
1336,EDL933_RS06425,chromosome,protein_coding,protein_coding,28,75,16,Neutral,molecular chaperone Tir,WP_071525018.1,52.6,---,Not Essential,X,,,,,,,,,,,,,,,,,,,,,,,
1337,EDL933_RS06435,chromosome,protein_coding,protein_coding,6,83,9,Neutral,hypothetical protein,WP_001303884.1,49.7,---,Not Essential,X,,,,,,,,,,,,,,,,,,,,,,,
1338,EDL933_RS06445,chromosome,protein_coding,protein_coding,42,62,19,Neutral,hydrogenase,WP_001301613.1,55.0,b0972,Not Essential,C,,,,,,,,,,,,,,,,,,,,,,,
1339,EDL933_RS06450,chromosome,protein_coding,protein_coding,50,66,20,Neutral,hydrogenase 2 large subunit,WP_000107391.1,56.6,b0973,Not Essential,C,,,,,,,,,,,,,,,,,,,,,,,
1340,EDL933_RS06455,chromosome,protein_coding,protein_coding,35,77,26,Neutral,Ni/Fe-hydrogenase B-type cytochrome subunit,WP_001186424.1,51.8,b0974,Not Essential,C,,,,,,,,,,,,,,,,,,,,,,,
1341,EDL933_RS06460,chromosome,protein_coding,protein_coding,16,63,35,Neutral,hydrogenase 1 maturation protease,WP_000003653.1,58.5,b0975,Not Essential,C,,,,,,,,,,,,,,,,,,,,,,,
1342,EDL933_RS06465,chromosome,protein_coding,protein_coding,13,46,14,Neutral,hydrogenase-1 operon protein HyaE,WP_000063969.1,55.9,b0976,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1343,EDL933_RS06470,chromosome,protein_coding,protein_coding,31,58,50,Neutral,hydrogenase expression/formation protein,WP_000004940.1,54.8,b0977,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1344,EDL933_RS06475,chromosome,protein_coding,protein_coding,64,63,17,Neutral,cytochrome bd-II ubiquinol oxidase subunit I,WP_000263572.1,54.1,b0978,Not Essential,C,,,,,,,,,,,,,,,,,,,,,,,
1345,EDL933_RS06480,chromosome,protein_coding,protein_coding,35,57,24,Neutral,cytochrome bd oxidase subunit II,WP_000460778.1,53.2,b0979,Not Essential,C,,,,,,,,,,,,,,,,,,,,,,,
1346,EDL933_RS06485,chromosome,protein_coding,protein_coding,4,50,9,Neutral,cytochrome bd-II oxidase subunit CbdX,WP_000270305.1,45.2,b4592,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1347,EDL933_RS06490,chromosome,protein_coding,protein_coding,47,51,20,Neutral,phytase AppA,WP_001301957.1,53.9,b0980,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1348,EDL933_RS06495,chromosome,protein_coding,protein_coding,100,71,23,Neutral,tyrosine-protein kinase etk,WP_000208668.1,50.7,b0981,Not Essential,D,,,,,,,,,,,,,,,,,,,,,,,
1349,EDL933_RS06500,chromosome,protein_coding,protein_coding,16,38,34,Neutral,protein-tyrosine-phosphatase,WP_000057871.1,52.3,b0982,Not Essential,T,,,,,,,,,,,,,,,,,,,,,,,
1350,EDL933_RS06505,chromosome,protein_coding,protein_coding,47,57,23,Neutral,O-antigen capsule outer membrane auxillary protein export channel,WP_001295357.1,50.9,b0983,Not Essential,M,,,,,,,,,,,,,,,,,,,,,,,
1351,EDL933_RS06510,chromosome,protein_coding,protein_coding,105,70,21,Neutral,YjbH domain-containing protein,WP_000742329.1,52.1,b0984,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1352,EDL933_RS06515,chromosome,protein_coding,protein_coding,37,70,18,Neutral,hypothetical protein,WP_001038071.1,52.1,b0985,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1353,EDL933_RS06520,chromosome,protein_coding,protein_coding,36,47,19,Neutral,YjbF family lipoprotein,WP_001301846.1,48.2,b0986,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1354,EDL933_RS00230,chromosome,protein_coding,protein_coding,28,64,10,Regional,protein FixA,WP_000692204.1,52.1,b0041,Not Essential,C,,,,,,,,,,,,,,,,,,,,,,,
1355,EDL933_RS06530,chromosome,protein_coding,protein_coding,10,30,11,Underrepresented,cold-shock protein CspH,WP_000087763.1,47.4,b0989,Not Essential,K,,,,,,,,,,,,,,,,,,,,,,,
1356,EDL933_RS06535,chromosome,protein_coding,protein_coding,11,46,26,Neutral,cold-shock protein CspG,WP_000066490.1,43.7,b0990,Not Essential,K,,,,,,,,,,,,,,,,,,,,,,,
1357,EDL933_RS29845,chromosome,protein_coding,protein_coding,7,43,8,Neutral,cold-shock protein,WP_071524879.1,45.5,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1358,EDL933_RS06540,chromosome,protein_coding,protein_coding,19,53,8,Neutral,cold-shock protein,WP_001303885.1,39.8,b0991,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1359,EDL933_RS29850,chromosome,protein_coding,protein_coding,4,50,19,Neutral,"addiction module toxin, GnsA/GnsB family",WP_050554528.1,42.2,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1360,EDL933_RS06545,chromosome,protein_coding,protein_coding,62,69,15,Neutral,4Fe-4S binding protein,WP_000818441.1,48.8,b0992,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1361,EDL933_RS06550,chromosome,protein_coding,protein_coding,95,64,14,Neutral,hybrid sensor histidine kinase/response regulator,WP_001054754.1,54.4,b0993,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1362,EDL933_RS06555,chromosome,protein_coding,protein_coding,42,57,18,Neutral,TMAO reductase system periplasmic protein TorT,WP_001264927.1,53.4,b0994,Not Essential,G,,,,,,,,,,,,,,,,,,,,,,,
1363,EDL933_RS06560,chromosome,protein_coding,protein_coding,32,41,12,Neutral,two-component system response regulator TorR,WP_001120119.1,53.1,b0995,Not Essential,TK,,,,,,,,,,,,,,,,,,,,,,,
1364,EDL933_RS06565,chromosome,protein_coding,protein_coding,47,53,24,Neutral,pentaheme c-type cytochrome TorC,WP_001230236.1,51.3,b0996,Not Essential,C,,,,,,,,,,,,,,,,,,,,,,,
1365,EDL933_RS06570,chromosome,protein_coding,protein_coding,92,66,19,Neutral,trimethylamine-N-oxide reductase TorA,WP_001063176.1,55.2,b0997,Not Essential,C,,,,,,,,,,,,,,,,,,,,,,,
1366,EDL933_RS06575,chromosome,protein_coding,protein_coding,16,75,17,Neutral,molecular chaperone TorD,WP_000209883.1,52.5,b0998,Not Essential,O,,,,,,,,,,,,,,,,,,,,,,,
1367,EDL933_RS06580,chromosome,protein_coding,protein_coding,10,70,16,Neutral,chaperone modulatory protein CbpM,WP_000024560.1,54.6,b0999,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1368,EDL933_RS06585,chromosome,protein_coding,protein_coding,30,47,13,Neutral,curved DNA-binding protein,WP_000420639.1,53.2,b1000,Not Essential,K,,,,,,,,,,,,,,,,,,,,,,,
1369,EDL933_RS06590,chromosome,pseudogene,pseudogene,113,9,7,Underrepresented,hypothetical protein,---,33.9,b1001,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1370,EDL933_RS06595,chromosome,protein_coding,protein_coding,54,74,19,Neutral,bifunctional glucose-1-phosphatase/inositol phosphatase,WP_001044286.1,51.9,b1002,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1371,EDL933_RS06600,chromosome,protein_coding,protein_coding,8,50,9,Neutral,hypothetical protein,WP_001143120.1,47.8,b1003,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1372,EDL933_RS06605,chromosome,protein_coding,protein_coding,26,54,14,Neutral,NAD(P)H:quinone oxidoreductase,WP_000607020.1,54.1,b1004,Not Essential,C,,,,,,,,,,,,,,,,,,,,,,,
1373,EDL933_RS06610,chromosome,protein_coding,protein_coding,63,64,16,Neutral,integrase,WP_000013654.1,47.0,---,Not Essential,LX,,,,,,,,,,,,,,,,,,,,,,,
1374,EDL933_RS06615,chromosome,protein_coding,protein_coding,17,94,21,Neutral,DNA-binding protein,WP_001208773.1,44.6,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1375,EDL933_RS06620,chromosome,protein_coding,protein_coding,19,53,24,Neutral,hypothetical protein,WP_000425217.1,43.3,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1376,EDL933_RS32120,chromosome,protein_coding,protein_coding,17,77,12,Neutral,ASCH domain-containing protein,WP_010917774.1,46.7,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1377,EDL933_RS06630,chromosome,protein_coding,protein_coding,34,68,22,Neutral,DUF551 domain-containing protein,WP_000206752.1,47.6,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1378,EDL933_RS06635,chromosome,protein_coding,protein_coding,15,60,28,Neutral,hypothetical protein,WP_000212746.1,49.7,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1379,EDL933_RS06640,chromosome,protein_coding,protein_coding,17,53,16,Neutral,hypothetical protein,WP_001142590.1,38.4,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1380,EDL933_RS06645,chromosome,protein_coding,protein_coding,12,67,18,Neutral,hypothetical protein,WP_010917775.1,48.6,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1381,EDL933_RS06650,chromosome,protein_coding,protein_coding,6,67,9,Neutral,hypothetical protein,WP_001158252.1,48.3,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1382,EDL933_RS06655,chromosome,protein_coding,protein_coding,36,75,20,Neutral,hypothetical protein,WP_001289936.1,47.5,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1383,EDL933_RS29855,chromosome,protein_coding,protein_coding,7,100,13,Neutral,conjugal transfer protein TraR,WP_000774248.1,49.1,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1384,EDL933_RS06660,chromosome,protein_coding,protein_coding,11,73,16,Neutral,cell division protein ZapA,WP_001444000.1,47.9,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1385,EDL933_RS06665,chromosome,protein_coding,protein_coding,6,83,22,Neutral,hypothetical protein,WP_000548547.1,46.4,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1386,EDL933_RS06670,chromosome,protein_coding,protein_coding,12,83,15,Neutral,DUF1317 domain-containing protein,WP_001303590.1,46.4,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1387,EDL933_RS06675,chromosome,protein_coding,protein_coding,24,92,25,Neutral,exonuclease,WP_000186740.1,51.9,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1388,EDL933_RS06680,chromosome,protein_coding,protein_coding,21,86,40,Neutral,phage recombination protein Bet,WP_000100847.1,52.3,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1389,EDL933_RS06685,chromosome,protein_coding,protein_coding,9,89,25,Neutral,host-nuclease inhibitor protein Gam,WP_000995439.1,50.2,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1390,EDL933_RS29865,chromosome,protein_coding,protein_coding,2,0,0,Neutral,hypothetical protein,WP_015983550.1,41.8,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1391,EDL933_RS32125,chromosome,protein_coding,protein_coding,17,29,13,Neutral,host cell division inhibitory peptide Kil,WP_001130924.1,42.6,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1392,EDL933_RS29050,chromosome,protein_coding,protein_coding,20,0,0,Underrepresented,transcriptional regulator,WP_000233319.1,40.5,---,Not Essential,X,,,,,,,,,,,,,,,,,,,,,,,
1393,EDL933_RS06705,chromosome,protein_coding,protein_coding,28,14,12,Underrepresented,hypothetical protein,WP_000167595.1,35.7,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1394,EDL933_RS06710,chromosome,protein_coding,protein_coding,22,73,15,Neutral,hypothetical protein,WP_000198444.1,49.2,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1395,EDL933_RS00605,chromosome,protein_coding,protein_coding,107,36,6,Regional,pyruvate dehydrogenase E1 component,WP_000003820.1,53.1,b0114,Not Essential,C,,,,,,,,,,,,,,,,,,,,,,,
1396,EDL933_RS06720,chromosome,protein_coding,protein_coding,43,26,13,Underrepresented,hypothetical protein,WP_001221211.1,34.8,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1397,EDL933_RS06725,chromosome,protein_coding,protein_coding,17,94,17,Neutral,DUF3024 domain-containing protein,WP_000885203.1,44.4,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1398,EDL933_RS06730,chromosome,protein_coding,protein_coding,32,25,7,Underrepresented,phage repressor protein C,WP_000250473.1,45.2,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1399,EDL933_RS06735,chromosome,protein_coding,protein_coding,10,50,17,Neutral,transcriptional regulator,WP_001180318.1,42.1,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1400,EDL933_RS06740,chromosome,protein_coding,protein_coding,12,50,9,Neutral,hypothetical protein,WP_000438541.1,44.8,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1401,EDL933_RS06745,chromosome,protein_coding,protein_coding,36,78,14,Neutral,Replication protein O,WP_000185454.1,47.5,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1402,EDL933_RS06750,chromosome,protein_coding,protein_coding,26,81,14,Neutral,Replication protein P,WP_000788928.1,53.3,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1403,EDL933_RS06755,chromosome,protein_coding,protein_coding,18,78,30,Neutral,protein ren,WP_000145931.1,50.5,b0542,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1404,EDL933_RS06760,chromosome,protein_coding,protein_coding,11,82,22,Neutral,hypothetical protein,WP_001000127.1,45.5,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1405,EDL933_RS32130,chromosome,pseudogene,pseudogene,14,71,28,Neutral,ninB protein,---,49.6,---,Not Essential,X,,,,,,,,,,,,,,,,,,,,,,,
1406,EDL933_RS06770,chromosome,protein_coding,protein_coding,12,75,32,Neutral,recombination protein NinB,WP_000814575.1,52.8,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1407,EDL933_RS06775,chromosome,protein_coding,protein_coding,20,90,34,Neutral,phage N-6-adenine-methyltransferase,WP_000153288.1,50.8,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1408,EDL933_RS29880,chromosome,protein_coding,protein_coding,3,67,15,Neutral,NinE family protein,WP_001254211.1,43.1,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1409,EDL933_RS06780,chromosome,protein_coding,protein_coding,61,48,19,Neutral,hypothetical protein,WP_000335902.1,42.7,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1410,EDL933_RS06785,chromosome,protein_coding,protein_coding,28,71,24,Neutral,DNA-binding protein,WP_001004020.1,46.6,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1411,EDL933_RS06790,chromosome,protein_coding,protein_coding,19,63,18,Neutral,recombination protein NinG,WP_001107955.1,49.8,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1412,EDL933_RS06795,chromosome,protein_coding,protein_coding,11,64,16,Neutral,protein ninH,WP_000144764.1,45.6,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1413,EDL933_RS06800,chromosome,protein_coding,protein_coding,18,83,46,Neutral,antitermination protein,WP_001204880.1,50.6,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1414,EDL933_RS29885,chromosome,protein_coding,protein_coding,26,62,6,Neutral,hypothetical protein,WP_015967940.1,38.6,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1415,EDL933_RS06810,chromosome,protein_coding,protein_coding,4,75,11,Neutral,hypothetical protein,WP_001304085.1,55.6,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1416,EDL933_RS06815,chromosome,RNA,tRNA,2,100,11,Neutral,tRNA-Met,---,57.9,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1417,EDL933_RS06820,chromosome,RNA,tRNA,1,100,85,Neutral,tRNA-Arg,---,66.2,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1418,EDL933_RS06825,chromosome,RNA,tRNA,2,50,35,Neutral,tRNA-Arg,---,54.5,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1419,EDL933_RS00865,chromosome,protein_coding,protein_coding,105,22,11,Regional,bifunctional uridylyltransferase/uridylyl-removing protein,WP_001094581.1,53.2,b0167,Not Essential,OT,,,,,,,,,,,,,,,,,,,,,,,
1420,EDL933_RS06835,chromosome,protein_coding,protein_coding,14,57,7,Neutral,Shiga toxin Stx2 subunit B,WP_000738068.1,41.5,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1421,EDL933_RS06840,chromosome,protein_coding,protein_coding,69,68,30,Neutral,hypothetical protein,WP_000874499.1,55.3,---,Not Essential,X,,,,,,,,,,,,,,,,,,,,,,,
1422,EDL933_RS06845,chromosome,protein_coding,protein_coding,6,83,27,Neutral,DUF1378 domain-containing protein,WP_000143458.1,52.2,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1423,EDL933_RS06850,chromosome,protein_coding,protein_coding,5,60,64,Neutral,DUF826 domain-containing protein,WP_001290212.1,54.2,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1424,EDL933_RS06855,chromosome,protein_coding,protein_coding,9,78,23,Neutral,holin,WP_000284506.1,53.7,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1425,EDL933_RS06860,chromosome,protein_coding,protein_coding,19,79,12,Neutral,lysozyme,WP_000087728.1,54.1,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1426,EDL933_RS06865,chromosome,protein_coding,protein_coding,30,83,13,Neutral,hypothetical protein,WP_001056806.1,46.3,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1427,EDL933_RS32135,chromosome,protein_coding,protein_coding,17,82,12,Neutral,lysis protein,WP_001082608.1,54.4,---,Not Essential,X,,,,,,,,,,,,,,,,,,,,,,,
1428,EDL933_RS06880,chromosome,protein_coding,protein_coding,15,93,13,Neutral,hypothetical protein,WP_000738505.1,42.5,b0557,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1429,EDL933_RS29905,chromosome,protein_coding,protein_coding,7,57,13,Neutral,hypothetical protein,WP_001303607.1,50.0,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1430,EDL933_RS06885,chromosome,protein_coding,protein_coding,23,44,21,Neutral,terminase,WP_001086069.1,48.7,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1431,EDL933_RS06890,chromosome,protein_coding,protein_coding,64,72,28,Neutral,terminase,WP_000143988.1,49.6,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
1432,EDL933_RS06895,chromosome,protein_coding,protein_coding,74,78,23,Neutral,portal protein,WP_000787519.1,52.3,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
