Position,Locus Tag,Replicon,Class - General,Class - Specific,# TA Sites,% Sites Hit,Reads per Site Hit,EL-ARTIST Call,Symbol,Gene Function,Protein ID,Call in Keio Collection,,,,,,,
1444,b1415,chromosome,Protein_Coding,protein_coding,61,61,34,Neutral,aldA,"aldehyde dehydrogenase A, NAD-linked",WP_000115943.1,Not Essential,,,,,,,
1445,b4493,chromosome,Pseudogene,pseudogene,46,59,21,Neutral,gapC,---,---,Not Essential,,,,,,,
1446,b1418,chromosome,Protein_Coding,protein_coding,24,71,36,Neutral,cybB,cytochrome b561,WP_000428998.1,Not Essential,,,,,,,
1447,b4597,chromosome,RNA,antisense_RNA,5,100,13,Neutral,rydC,"sRNA antisense regulator of csgD and yejABEF, Hfq-dependent",---,Not Essential,,,,,,,
1448,b1419,chromosome,Protein_Coding,protein_coding,8,63,21,Neutral,ydcA,putative periplasmic protein,WP_000731833.1,Not Essential,,,,,,,
1449,b4428,chromosome,Protein_Coding,protein_coding,6,83,15,Neutral,hokB,"toxic polypeptide, small",WP_001320773.1,Not Essential,,,,,,,
1450,b1420,chromosome,Protein_Coding,protein_coding,2,50,3,Neutral,mokB,regulatory peptide,WP_001307189.1,Not Essential,,,,,,,
1451,b4429,chromosome,RNA,antisense_RNA,3,33,8,Neutral,sokB,"sRNA antisense regulator blocking mokB, and hence hokB, translation",---,Not Essential,,,,,,,
1452,b1421,chromosome,Protein_Coding,protein_coding,61,67,34,Neutral,trg,"methyl-accepting chemotaxis protein III, ribose and galactose sensor receptor",WP_001098559.1,Not Essential,,,,,,,
1453,b1422,chromosome,Protein_Coding,protein_coding,42,60,29,Neutral,ydcI,putative DNA-binding transcriptional regulator,WP_000414567.1,Not Essential,,,,,,,
1454,b1423,chromosome,Protein_Coding,protein_coding,44,55,16,Neutral,ydcJ,putative metalloenzyme,WP_000013789.1,Not Essential,,,,,,,
1455,b1424,chromosome,Protein_Coding,protein_coding,79,61,28,Neutral,opgD,OPG biosynthetic periplasmic protein,WP_000375961.1,Not Essential,,,,,,,
1456,b1426,chromosome,Protein_Coding,protein_coding,10,40,3,Neutral,ydcH,DUF465 family protein,WP_001296778.1,Not Essential,,,,,,,
1457,b1427,chromosome,Protein_Coding,protein_coding,27,44,13,Neutral,rimL,ribosomal-protein-L7/L12-serine acetyltransferase,WP_000140873.1,Not Essential,,,,,,,
1458,b1428,chromosome,Protein_Coding,protein_coding,56,54,24,Neutral,ydcK,uncharacterized protein,WP_001234042.1,Not Essential,,,,,,,
1459,b1429,chromosome,Protein_Coding,protein_coding,37,60,18,Neutral,tehA,potassium-tellurite ethidium and proflavin transporter,WP_001301046.1,Not Essential,,,,,,,
1460,b1430,chromosome,Protein_Coding,protein_coding,35,57,16,Neutral,tehB,"tellurite, selenium methyltransferase, SAM-dependent; tellurite, selenium resistance protein",WP_000586732.1,Not Essential,,,,,,,
1461,b1431,chromosome,Protein_Coding,protein_coding,45,53,13,Neutral,ydcL,lipoprotein,WP_001261013.1,Not Essential,,,,,,,
1462,b4578,chromosome,Pseudogene,pseudogene,21,71,21,Neutral,insP,---,---,Not Essential,,,,,,,
1463,b1432,chromosome,Protein_Coding,protein_coding,38,50,42,Neutral,insQ,IS609 transposase B,WP_001251043.1,Not Essential,,,,,,,
1464,b1433,chromosome,Protein_Coding,protein_coding,53,59,24,Neutral,ydcO,BenE family inner membrane putative transporter,WP_001236265.1,Not Essential,,,,,,,
1465,b1434,chromosome,Protein_Coding,protein_coding,21,62,46,Neutral,ydcN,putative DNA-binding transcriptional regulator,WP_000429155.1,Not Essential,,,,,,,
1466,b1435,chromosome,Protein_Coding,protein_coding,74,50,21,Neutral,ydcP,putative peptidase,WP_001303492.1,Not Essential,,,,,,,
1467,b1436,chromosome,Protein_Coding,protein_coding,6,33,56,Neutral,yncJ,uncharacterized protein,WP_000494244.1,Not Essential,,,,,,,
1468,b4532,chromosome,Protein_Coding,protein_coding,4,75,11,Neutral,hicA,mRNA interferase toxin of the HicAB toxin-antitoxin system,WP_000813794.1,Not Essential,,,,,,,
1469,b1438,chromosome,Protein_Coding,protein_coding,25,32,6,Regional,hicB,antitoxin for the HicAB toxin-antitoxin system,WP_001270286.1,Not Essential,,,,,,,
1470,b1439,chromosome,Protein_Coding,protein_coding,62,68,31,Neutral,ydcR,putative DNA-binding transcriptional regulator and putative aminotransferase,WP_000760626.1,Not Essential,,,,,,,
1471,b1440,chromosome,Protein_Coding,protein_coding,53,51,23,Neutral,ydcS,putative ABC transporter periplasmic binding protein,WP_000047424.1,Not Essential,,,,,,,
1472,b1441,chromosome,Protein_Coding,protein_coding,30,70,31,Neutral,ydcT,putative ABC transporter ATPase,WP_000220396.1,Not Essential,,,,,,,
1473,b1442,chromosome,Protein_Coding,protein_coding,44,68,26,Neutral,ydcU,putative ABC transporter permease,WP_001251304.1,Not Essential,,,,,,,
1474,b1443,chromosome,Protein_Coding,protein_coding,30,73,26,Neutral,ydcV,putative ABC transporter permease,WP_000555458.1,Not Essential,,,,,,,
1475,b1444,chromosome,Protein_Coding,protein_coding,58,59,20,Neutral,patD,gamma-aminobutyraldehyde dehydrogenase,WP_001163872.1,Not Essential,,,,,,,
1476,b4598,chromosome,Protein_Coding,protein_coding,8,75,13,Neutral,yncL,stress-induced small inner membrane enterobacterial protein,WP_001310798.1,Not Essential,,,,,,,
1477,b1445,chromosome,Protein_Coding,protein_coding,7,29,9,Neutral,ydcX,DUF2566 family protein,WP_000061178.1,Not Essential,,,,,,,
1478,b1446,chromosome,Protein_Coding,protein_coding,8,100,32,Neutral,ydcY,DUF2526 family protein,WP_000018633.1,Not Essential,,,,,,,
1479,b1447,chromosome,Protein_Coding,protein_coding,16,63,41,Neutral,ydcZ,DUF606 family inner membrane protein,WP_001076535.1,Not Essential,,,,,,,
1480,b1448,chromosome,Protein_Coding,protein_coding,18,56,21,Neutral,mnaT,methionine N-acyltransferase; L-amino acid N-acyltransferase,WP_001310799.1,Not Essential,,,,,,,
1481,b1449,chromosome,Protein_Coding,protein_coding,53,62,37,Neutral,curA,"curcumin/dihydrocurcumin reductase, NADPH-dependent",WP_000531462.1,Not Essential,,,,,,,
1482,b1450,chromosome,Protein_Coding,protein_coding,39,23,13,Regional,mcbR,"colanic acid and biofilm gene transcriptional regulator, MqsR-controlled",WP_001300742.1,Not Essential,,,,,,,
1483,b1451,chromosome,Protein_Coding,protein_coding,106,58,27,Neutral,yncD,putative iron outer membrane transporter,WP_000689363.1,Not Essential,,,,,,,
1484,b1452,chromosome,Protein_Coding,protein_coding,53,59,44,Neutral,yncE,"ATP-binding protein, periplasmic, function unknown",WP_000550695.1,Not Essential,,,,,,,
1485,b1453,chromosome,Protein_Coding,protein_coding,63,68,35,Neutral,ansP,L-asparagine transporter,WP_001300590.1,Not Essential,,,,,,,
1486,b1454,chromosome,Protein_Coding,protein_coding,30,53,35,Neutral,yncG,glutathione S-transferase homolog,WP_000598857.1,Not Essential,,,,,,,
1487,b1455,chromosome,Protein_Coding,protein_coding,20,0,0,Underrepresented,yncH,IPR020099 family protein,WP_000226995.1,Not Essential,,,,,,,
1488,b1456,chromosome,Pseudogene,pseudogene,84,64,38,Neutral,rhsE,---,---,Not Essential,,,,,,,
1489,b1457,chromosome,Protein_Coding,protein_coding,54,2,1,Underrepresented,ydcD,putative immunity protein for RhsE,WP_000939263.1,Not Essential,,,,,,,
1490,b1459,chromosome,Pseudogene,pseudogene,66,15,10,Underrepresented,yncI,---,---,Not Essential,,,,,,,
1491,b1460,chromosome,Protein_Coding,protein_coding,63,44,10,Regional,ydcC,H repeat-associated putative transposase,WP_000421020.1,Not Essential,,,,,,,
1492,b1461,chromosome,Protein_Coding,protein_coding,12,50,26,Neutral,pptA,4-oxalocrotonate tautomerase,WP_001120143.1,Not Essential,,,,,,,
1493,b1462,chromosome,Protein_Coding,protein_coding,26,65,17,Neutral,yddH,flavin reductase like-protein,WP_000085899.1,Not Essential,,,,,,,
1494,b1463,chromosome,Protein_Coding,protein_coding,30,53,21,Neutral,nhoA,N-hydroxyarylamine O-acetyltransferase,WP_000187925.1,Not Essential,,,,,,,
1495,b1464,chromosome,Protein_Coding,protein_coding,28,57,52,Neutral,yddE,PhzC-PhzF family protein,WP_000804385.1,Not Essential,,,,,,,
1496,b1465,chromosome,Protein_Coding,protein_coding,26,62,31,Neutral,narV,"nitrate reductase 2 (NRZ), gamma subunit",WP_000617115.1,Not Essential,,,,,,,
1497,b1466,chromosome,Protein_Coding,protein_coding,20,60,36,Neutral,narW,"nitrate reductase 2 (NRZ), delta subunit (assembly subunit)",WP_001166353.1,Not Essential,,,,,,,
1498,b1467,chromosome,Protein_Coding,protein_coding,53,60,41,Neutral,narY,"nitrate reductase 2 (NRZ), beta subunit",WP_000702535.1,Not Essential,,,,,,,
1499,b1468,chromosome,Protein_Coding,protein_coding,147,59,35,Neutral,narZ,"nitrate reductase 2 (NRZ), alpha subunit",WP_000040458.1,Not Essential,,,,,,,
1500,b1469,chromosome,Protein_Coding,protein_coding,71,38,20,Regional,narU,nitrate/nitrite transporter,WP_001207901.1,Not Essential,,,,,,,
1501,b1471,chromosome,Pseudogene,pseudogene,130,14,9,Underrepresented,yddK,---,---,Not Essential,,,,,,,
1502,b1472,chromosome,Pseudogene,pseudogene,22,9,13,Underrepresented,yddL,---,---,Not Essential,,,,,,,
1503,b1473,chromosome,Protein_Coding,protein_coding,52,42,20,Regional,yddG,aromatic amino acid exporter,WP_000198205.1,Not Essential,,,,,,,
1504,b1474,chromosome,Protein_Coding,protein_coding,122,54,32,Neutral,fdnG,"formate dehydrogenase-N, alpha subunit, nitrate-inducible",WP_010723100.1,Not Essential,,,,,,,
1505,b1475,chromosome,Protein_Coding,protein_coding,33,55,33,Neutral,fdnH,"formate dehydrogenase-N, Fe-S (beta) subunit, nitrate-inducible",WP_001240582.1,Not Essential,,,,,,,
1506,b1476,chromosome,Protein_Coding,protein_coding,23,78,65,Neutral,fdnI,"formate dehydrogenase-N, cytochrome B556 (gamma) subunit, nitrate-inducible",WP_000045648.1,Not Essential,,,,,,,
1507,b1477,chromosome,Protein_Coding,protein_coding,6,33,67,Neutral,yddM,putative DNA-binding transcriptional regulator,WP_000781370.1,Not Essential,,,,,,,
1508,b1478,chromosome,Protein_Coding,protein_coding,42,69,46,Neutral,adhP,ethanol-active dehydrogenase/acetaldehyde-active reductase,WP_000642433.1,Not Essential,,,,,,,
1509,b1479,chromosome,Protein_Coding,protein_coding,71,48,30,Neutral,maeA,"malate dehydrogenase, decarboxylating, NAD-requiring; malic enzyme",WP_000433476.1,Not Essential,,,,,,,
1510,b1480,chromosome,Protein_Coding,protein_coding,9,33,19,Neutral,sra,stationary-phase-induced ribosome-associated protein,WP_000841554.1,Not Essential,,,,,,,
1511,b1481,chromosome,Protein_Coding,protein_coding,11,73,10,Neutral,bdm,biofilm-dependent modulation protein,WP_000495771.1,Not Essential,,,,,,,
1512,b1482,chromosome,Protein_Coding,protein_coding,16,63,9,Neutral,osmC,"lipoyl-dependent Cys-based peroxidase, hydroperoxide resistance; salt-shock inducible membrane protein; peroxiredoxin",WP_000152305.1,Not Essential,,,,,,,
1513,b1483,chromosome,Protein_Coding,protein_coding,42,67,54,Neutral,ddpF,"D,D-dipeptide ABC transporter ATPase",WP_001285536.1,Not Essential,,,,,,,
1514,b1484,chromosome,Protein_Coding,protein_coding,36,61,39,Neutral,ddpD,"D,D-dipeptide ABC transporter ATPase",WP_000193547.1,Not Essential,,,,,,,
1515,b1485,chromosome,Protein_Coding,protein_coding,40,70,52,Neutral,ddpC,"D,D-dipeptide ABC transporter permease",WP_000979626.1,Not Essential,,,,,,,
1516,b1486,chromosome,Protein_Coding,protein_coding,39,54,23,Neutral,ddpB,"D,D-dipeptide ABC transporter permease",WP_000145123.1,Not Essential,,,,,,,
1517,b1487,chromosome,Protein_Coding,protein_coding,69,49,33,Neutral,ddpA,"D,D-dipeptide ABC transporter periplasmic binding protein",WP_000830550.1,Not Essential,,,,,,,
1518,b1488,chromosome,Protein_Coding,protein_coding,26,58,28,Neutral,ddpX,"D-ala-D-ala dipeptidase, Zn-dependent",WP_001285833.1,Not Essential,,,,,,,
1519,b1489,chromosome,Protein_Coding,protein_coding,96,50,22,Neutral,dosP,"oxygen sensor, c-di-GMP phosphodiesterase, heme-regulated; cold- and stationary phase-induced bioflim regulator",WP_001360132.1,Not Essential,,,,,,,
1520,b1490,chromosome,Protein_Coding,protein_coding,83,45,17,Regional,dosC,"diguanylate cyclase, cold- and stationary phase-induced oxygen-dependent biofilm regulator",WP_000426292.1,Not Essential,,,,,,,
1521,b1491,chromosome,Protein_Coding,protein_coding,68,57,17,Neutral,yddW,"liprotein, glycosyl hydrolase homolog",WP_000350395.1,Not Essential,,,,,,,
1522,b1492,chromosome,Protein_Coding,protein_coding,83,74,33,Neutral,gadC,glutamate:gamma-aminobutyric acid antiporter,WP_000246019.1,Not Essential,,,,,,,
1523,b1493,chromosome,Protein_Coding,protein_coding,51,67,36,Neutral,gadB,"glutamate decarboxylase B, PLP-dependent",WP_000358930.1,Not Essential,,,,,,,
1524,b1494,chromosome,Protein_Coding,protein_coding,149,50,22,Neutral,pqqL,putative periplasmic M16 family zinc metalloendopeptidase,WP_010723101.1,Not Essential,,,,,,,
1525,b1495,chromosome,Protein_Coding,protein_coding,166,53,18,Regional,yddB,putative TonB-dependent outer membrane receptor,WP_000832437.1,Not Essential,,,,,,,
1526,b1496,chromosome,Protein_Coding,protein_coding,119,27,13,Regional,yddA,putative multidrug ABC transporter permease/ATPase,WP_000628576.1,Not Essential,,,,,,,
1527,b1497,chromosome,Protein_Coding,protein_coding,80,21,12,Underrepresented,ydeM,putative YdeN-specific sulfatase-maturating enzyme,WP_001301030.1,Not Essential,,,,,,,
1528,b1498,chromosome,Protein_Coding,protein_coding,107,43,13,Neutral,ydeN,putative Ser-type periplasmic non-aryl sulfatase,WP_001295684.1,Not Essential,,,,,,,
1529,b1499,chromosome,Protein_Coding,protein_coding,48,4,6,Underrepresented,ydeO,"UV-inducible global regulator, EvgA-, GadE-dependent",WP_000060495.1,Not Essential,,,,,,,
1530,b1500,chromosome,Protein_Coding,protein_coding,10,0,0,Underrepresented,safA,"two-component system connector membrane protein, EvgSA to PhoQP",WP_000543384.1,Not Essential,,,,,,,
1531,b1501,chromosome,Protein_Coding,protein_coding,113,56,26,Neutral,ydeP,putative oxidoreductase,WP_000726691.1,Not Essential,,,,,,,
1532,b1502,chromosome,Protein_Coding,protein_coding,68,31,7,Underrepresented,ydeQ,putative fimbrial-like adhesin protein,WP_000520676.1,Not Essential,,,,,,,
1533,b1503,chromosome,Protein_Coding,protein_coding,31,39,16,Regional,ydeR,putative fimbrial-like adhesin protein,WP_000825452.1,Not Essential,,,,,,,
1534,b1504,chromosome,Protein_Coding,protein_coding,33,30,3,Underrepresented,ydeS,putative fimbrial-like adhesin protein,WP_000876763.1,Not Essential,,,,,,,
1535,b1505,chromosome,Pseudogene,pseudogene,82,28,13,Underrepresented,ydeT,---,---,Not Essential,,,,,,,
1536,b1506,chromosome,Pseudogene,pseudogene,11,46,6,Regional,yneL,---,---,Not Essential,,,,,,,
1537,b1507,chromosome,Protein_Coding,protein_coding,61,36,23,Neutral,hipA,inactivating GltX kinase facilitating persister formation; toxin of HipAB TA pair; autokinase,WP_001125439.1,Not Essential,,,,,,,
1538,b1508,chromosome,Protein_Coding,protein_coding,9,11,10,Underrepresented,hipB,antitoxin of HipAB toxin-antitoxin system,WP_001301023.1,Not Essential,,,,,,,
1539,b4696,chromosome,Pseudogene,pseudogene,303,55,28,Neutral,yneO,---,---,Not Essential,,,,,,,
1540,b1511,chromosome,Protein_Coding,protein_coding,65,52,24,Neutral,lsrK,autoinducer-2 (AI-2) kinase,WP_000113108.1,Not Essential,,,,,,,
1541,b1512,chromosome,Protein_Coding,protein_coding,40,63,33,Neutral,lsrR,lsr operon transcriptional repressor,WP_000154342.1,Not Essential,,,,,,,
1542,b1513,chromosome,Protein_Coding,protein_coding,62,63,17,Neutral,lsrA,autoinducer 2 import ATP-binding protein,WP_001194860.1,Not Essential,,,,,,,
1543,b1514,chromosome,Protein_Coding,protein_coding,39,49,43,Neutral,lsrC,autoinducer 2 import system permease protein,WP_000911184.1,Not Essential,,,,,,,
1544,b1515,chromosome,Protein_Coding,protein_coding,50,66,24,Neutral,lsrD,autoinducer 2 import system permease protein,WP_001222721.1,Not Essential,,,,,,,
1545,b1516,chromosome,Protein_Coding,protein_coding,52,67,32,Neutral,lsrB,autoinducer 2-binding protein,WP_000172465.1,Not Essential,,,,,,,
1546,b1517,chromosome,Protein_Coding,protein_coding,49,49,15,Neutral,lsrF,putative autoinducer-2 (AI-2) aldolase,WP_000774165.1,Not Essential,,,,,,,
1547,b1518,chromosome,Protein_Coding,protein_coding,13,15,3,Underrepresented,lsrG,autoinducer-2 (AI-2) degrading protein LsrG,WP_000558527.1,Not Essential,,,,,,,
1548,b1519,chromosome,Protein_Coding,protein_coding,31,61,32,Neutral,tam,trans-aconitate methyltransferase,WP_001286597.1,Not Essential,,,,,,,
1549,b1520,chromosome,Protein_Coding,protein_coding,44,50,25,Neutral,yneE,bestrophin family putative inner membrane protein,WP_001313828.1,Not Essential,,,,,,,
1550,b1521,chromosome,Protein_Coding,protein_coding,56,59,28,Neutral,uxaB,"altronate oxidoreductase, NAD-dependent",WP_000854633.1,Not Essential,,,,,,,
1551,b1522,chromosome,Protein_Coding,protein_coding,43,58,40,Neutral,yneF,putative membrane-bound diguanylate cyclase,WP_000878968.1,Not Essential,,,,,,,
1552,b1523,chromosome,Protein_Coding,protein_coding,15,40,40,Neutral,yneG,DUF4186 family protein,WP_001191027.1,Not Essential,,,,,,,
1553,b1524,chromosome,Protein_Coding,protein_coding,41,66,28,Neutral,glsB,glutaminase 2,WP_000257409.1,Not Essential,,,,,,,
1554,b1525,chromosome,Protein_Coding,protein_coding,49,53,37,Neutral,sad,"succinate semialdehyde dehydrogenase, NAD(P)+-dependent",WP_000156615.1,Not Essential,,,,,,,
1555,b1526,chromosome,Protein_Coding,protein_coding,34,56,22,Neutral,yneJ,putative DNA-binding transcriptional regulator,WP_000366501.1,Not Essential,,,,,,,
1556,b1527,chromosome,Protein_Coding,protein_coding,76,12,15,Underrepresented,yneK,uncharacterized protein,WP_000258599.1,Not Essential,,,,,,,
1557,b1528,chromosome,Protein_Coding,protein_coding,57,63,29,Neutral,ydeA,"arabinose efflux transporter, arabinose-inducible",WP_000210799.1,Not Essential,,,,,,,
1558,b1529,chromosome,Protein_Coding,protein_coding,31,68,32,Neutral,marC,UPF0056 family inner membrane protein,WP_000885033.1,Not Essential,,,,,,,
1559,b1530,chromosome,Protein_Coding,protein_coding,25,28,20,Underrepresented,marR,transcriptional repressor of multiple antibiotic resistance,WP_000843414.1,Not Essential,,,,,,,
1560,b1531,chromosome,Protein_Coding,protein_coding,21,100,41,Neutral,marA,multiple antibiotic resistance transcriptional regulator,WP_000091199.1,Not Essential,,,,,,,
1561,b1532,chromosome,Protein_Coding,protein_coding,11,64,40,Neutral,marB,periplasmic mar operon regulator,WP_000803657.1,Not Essential,,,,,,,
1562,b1533,chromosome,Protein_Coding,protein_coding,46,61,23,Neutral,eamA,cysteine and O-acetyl-L-serine efflux system,WP_000087187.1,Not Essential,,,,,,,
1563,b1534,chromosome,Protein_Coding,protein_coding,58,60,17,Neutral,ydeE,putative transporter,WP_001054204.1,Not Essential,,,,,,,
1564,b4599,chromosome,Protein_Coding,protein_coding,8,25,16,Neutral,yneM,inner membrane-associated protein,WP_000901367.1,Not Essential,,,,,,,
1565,b4698,chromosome,RNA,antisense_RNA,5,0,0,Neutral,mgrR,"sRNA antisense regulator down regulates YgdQ and EptB, PhoPQ-regulated, Hfq-dependent; affects sensitivity to antimicrobial peptides",---,Not Essential,,,,,,,
1566,b1535,chromosome,Protein_Coding,protein_coding,52,50,19,Neutral,dgcZ,"diguanylate cyclase, zinc-sensing",WP_000592814.1,Not Essential,,,,,,,
1567,b1536,chromosome,Protein_Coding,protein_coding,16,19,12,Underrepresented,ydeI,hydrogen peroxide resistance OB fold protein; putative periplasmic protein,WP_000671737.1,Not Essential,,,,,,,
1568,b1537,chromosome,Protein_Coding,protein_coding,35,46,32,Neutral,ydeJ,inactive PncC family protein,WP_001024746.1,Not Essential,,,,,,,
